Country_name,Province_State,Confirmed,Deaths
US,Illinois,22236,202
US,Illinois,1272,15
US,Illinois,4301,29
US,Illinois,13727,115
US,Illinois,2394,15
US,Illinois,8309,127
US,Illinois,1517,5
US,Illinois,4227,47
US,Illinois,4592,35
US,Illinois,61731,287
US,Illinois,10113,110
US,Illinois,4822,52
US,Illinois,4731,67
US,Illinois,11851,113
US,Illinois,15172,168
US,Illinois,1117364,14163
US,Illinois,6166,44
US,Illinois,3337,37
US,Illinois,4299,37
US,Illinois,23104,193
US,Illinois,6432,55
US,Illinois,206949,1685
US,Illinois,5123,58
US,Illinois,1750,27
US,Illinois,10583,133
US,Illinois,7060,98
US,Illinois,4386,64
US,Illinois,12249,164
US,Illinois,9988,126
US,Illinois,1396,16
US,Illinois,3580,44
US,Illinois,12551,135
US,Illinois,2163,31
US,Illinois,4361,47
US,Illinois,1049,19
US,Illinois,1147,18
US,Illinois,12590,117
US,Illinois,7116,111
US,Illinois,15453,118
US,Illinois,2670,26
US,Illinois,11014,173
US,Illinois,6175,69
US,Illinois,3995,35
US,Illinois,4440,40
US,Illinois,124954,1108
US,Illinois,28662,359
US,Illinois,30637,157
US,Illinois,12485,210
US,Illinois,28709,379
US,Illinois,147843,1345
US,Illinois,5481,42
US,Illinois,8723,78
US,Illinois,10650,137
US,Illinois,9411,84
US,Illinois,30302,335
US,Illinois,12681,137
US,Illinois,69929,782
US,Illinois,11822,207
US,Illinois,2746,31
US,Illinois,3879,60
US,Illinois,3852,66
US,Illinois,7149,90
US,Illinois,75224,472
US,Illinois,49198,287
US,Illinois,3487,20
US,Illinois,3977,47
US,Illinois,9441,128
US,Illinois,9753,102
US,Illinois,9398,125
US,Illinois,4048,44
US,Illinois,13888,128
US,Illinois,2,0
US,Illinois,46155,509
US,Illinois,7413,97
US,Illinois,4362,23
US,Illinois,5001,65
US,Illinois,951,8
US,Illinois,1718,18
US,Illinois,1125,9
US,Illinois,10403,123
US,Illinois,5149,74
US,Illinois,32935,468
US,Illinois,7819,92
US,Illinois,54434,381
US,Illinois,1941,17
US,Illinois,1246,11
US,Illinois,6170,73
US,Illinois,63282,719
US,Illinois,1508,32
US,Illinois,11433,154
US,Illinois,36375,460
US,Illinois,104,2433
US,Illinois,5342,63
US,Illinois,27832,289
US,Illinois,3697,27
US,Illinois,3978,81
US,Illinois,3411,34
US,Illinois,5272,82
US,Illinois,4392,48
US,Illinois,15250,224
US,Illinois,160448,1504
US,Illinois,22449,245
US,Illinois,76012,804
US,Illinois,10295,111
US,Indiana,7250,111
US,Indiana,103425,1133
US,Indiana,21256,240
US,Indiana,2470,21
US,Indiana,3105,65
US,Indiana,15101,167
US,Indiana,2580,61
US,Indiana,4203,58
US,Indiana,11614,157
US,Indiana,30924,368
US,Indiana,6814,84
US,Indiana,9169,113
US,Indiana,2536,36
US,Indiana,7453,147
US,Indiana,11311,144
US,Indiana,13390,126
US,Indiana,6982,134
US,Indiana,24702,415
US,Indiana,12827,161
US,Indiana,53952,689
US,Indiana,6716,139
US,Indiana,18833,280
US,Indiana,5369,94
US,Indiana,4362,55
US,Indiana,4891,99
US,Indiana,11606,137
US,Indiana,17236,332
US,Indiana,7173,131
US,Indiana,81465,612
US,Indiana,20585,246
US,Indiana,10760,130
US,Indiana,40631,523
US,Indiana,12926,222
US,Indiana,25334,423
US,Indiana,11465,148
US,Indiana,12485,121
US,Indiana,8973,138
US,Indiana,4830,70
US,Indiana,9331,142
US,Indiana,6929,97
US,Indiana,42165,574
US,Indiana,10715,145
US,Indiana,19693,228
US,Indiana,5839,100
US,Indiana,25319,354
US,Indiana,105659,1719
US,Indiana,11810,252
US,Indiana,32553,611
US,Indiana,224145,2839
US,Indiana,12287,182
US,Indiana,2159,24
US,Indiana,9224,150
US,Indiana,27491,271
US,Indiana,10633,160
US,Indiana,16401,260
US,Indiana,2550,66
US,Indiana,13032,152
US,Indiana,1441,19
US,Indiana,5020,90
US,Indiana,5808,110
US,Indiana,3589,46
US,Indiana,4636,62
US,Indiana,3718,46
US,Indiana,37314,530
US,Indiana,6521,56
US,Indiana,3061,83
US,Indiana,9276,120
US,Indiana,5878,141
US,Indiana,8264,134
US,Indiana,4826,59
US,Indiana,7843,100
US,Indiana,13552,165
US,Indiana,5209,58
US,Indiana,70314,831
US,Indiana,4717,90
US,Indiana,9608,116
US,Indiana,5257,74
US,Indiana,2305,19
US,Indiana,49727,378
US,Indiana,3504,81
US,Indiana,0,902
US,Indiana,2015,20
US,Indiana,57103,600
US,Indiana,4056,74
US,Indiana,28784,397
US,Indiana,8696,151
US,Indiana,2074,28
US,Indiana,20208,230
US,Indiana,5978,78
US,Indiana,18794,323
US,Indiana,6485,127
US,Indiana,6820,90
US,Indiana,9631,80
US,Iowa,1581,50
US,Iowa,815,13
US,Iowa,2846,59
US,Iowa,2900,66
US,Iowa,1099,19
US,Iowa,5995,75
US,Iowa,32562,463
US,Iowa,5440,53
US,Iowa,5465,79
US,Iowa,4565,57
US,Iowa,6423,56
US,Iowa,3195,52
US,Iowa,2587,23
US,Iowa,4912,65
US,Iowa,2946,76
US,Iowa,4123,35
US,Iowa,11034,161
US,Iowa,2955,60
US,Iowa,2667,31
US,Iowa,2252,35
US,Iowa,4084,42
US,Iowa,3451,72
US,Iowa,11485,143
US,Iowa,4511,53
US,Iowa,22900,139
US,Iowa,1589,29
US,Iowa,1508,24
US,Iowa,3996,68
US,Iowa,9083,130
US,Iowa,4121,72
US,Iowa,25837,293
US,Iowa,2344,51
US,Iowa,4069,71
US,Iowa,3518,61
US,Iowa,2502,41
US,Iowa,1373,24
US,Iowa,1712,21
US,Iowa,2549,40
US,Iowa,2345,44
US,Iowa,3471,72
US,Iowa,2830,46
US,Iowa,4105,59
US,Iowa,3416,93
US,Iowa,5540,70
US,Iowa,2035,34
US,Iowa,2609,37
US,Iowa,1796,48
US,Iowa,3663,49
US,Iowa,4594,68
US,Iowa,8616,106
US,Iowa,3465,50
US,Iowa,33776,140
US,Iowa,5432,72
US,Iowa,2045,47
US,Iowa,3766,87
US,Iowa,7820,138
US,Iowa,51685,567
US,Iowa,2473,60
US,Iowa,1742,32
US,Iowa,2721,48
US,Iowa,3137,38
US,Iowa,4876,85
US,Iowa,7514,120
US,Iowa,9375,109
US,Iowa,3331,42
US,Iowa,2460,50
US,Iowa,1715,48
US,Iowa,1878,48
US,Iowa,2200,52
US,Iowa,9514,131
US,Iowa,3407,71
US,Iowa,1392,22
US,Iowa,3326,46
US,Iowa,2027,37
US,Iowa,6304,99
US,Iowa,1575,27
US,Iowa,124161,1066
US,Iowa,24138,309
US,Iowa,3558,60
US,Iowa,1127,33
US,Iowa,2392,32
US,Iowa,40894,377
US,Iowa,2705,50
US,Iowa,7975,85
US,Iowa,19671,84
US,Iowa,3840,88
US,Iowa,1317,21
US,Iowa,561,0
US,Iowa,2712,49
US,Iowa,1377,26
US,Iowa,8926,193
US,Iowa,12436,134
US,Iowa,5608,76
US,Iowa,1263,33
US,Iowa,10310,156
US,Iowa,2942,45
US,Iowa,3795,46
US,Iowa,28742,329
US,Iowa,1750,14
US,Iowa,3608,62
US,Kansas,3954,46
US,Kansas,2107,27
US,Kansas,4263,33
US,Kansas,1039,8
US,Kansas,6481,86
US,Kansas,4382,47
US,Kansas,2680,47
US,Kansas,18926,166
US,Kansas,674,7
US,Kansas,839,17
US,Kansas,6134,83
US,Kansas,661,14
US,Kansas,493,7
US,Kansas,1968,33
US,Kansas,2213,36
US,Kansas,2410,39
US,Kansas,441,15
US,Kansas,10078,146
US,Kansas,11848,123
US,Kansas,614,19
US,Kansas,4789,73
US,Kansas,2433,32
US,Kansas,25247,131
US,Kansas,560,13
US,Kansas,569,8
US,Kansas,7129,79
US,Kansas,2012,31
US,Kansas,11528,104
US,Kansas,10595,108
US,Kansas,6905,76
US,Kansas,9188,73
US,Kansas,785,23
US,Kansas,565,13
US,Kansas,2198,34
US,Kansas,1230,23
US,Kansas,333,3
US,Kansas,1780,22
US,Kansas,462,3
US,Kansas,1648,25
US,Kansas,9559,119
US,Kansas,962,11
US,Kansas,409,10
US,Kansas,3877,28
US,Kansas,4745,59
US,Kansas,786,13
US,Kansas,144643,1181
US,Kansas,1235,20
US,Kansas,1953,26
US,Kansas,668,7
US,Kansas,6602,72
US,Kansas,295,11
US,Kansas,19273,173
US,Kansas,621,10
US,Kansas,2813,27
US,Kansas,840,13
US,Kansas,9942,115
US,Kansas,3315,39
US,Kansas,2544,41
US,Kansas,7780,124
US,Kansas,1218,19
US,Kansas,7700,87
US,Kansas,1423,19
US,Kansas,9399,142
US,Kansas,1497,27
US,Kansas,622,11
US,Kansas,3232,60
US,Kansas,5131,62
US,Kansas,780,18
US,Kansas,2145,37
US,Kansas,3889,45
US,Kansas,791,16
US,Kansas,1195,16
US,Kansas,0,0
US,Kansas,2120,24
US,Kansas,1359,29
US,Kansas,5715,55
US,Kansas,1925,30
US,Kansas,677,9
US,Kansas,18493,219
US,Kansas,1346,15
US,Kansas,2603,22
US,Kansas,13400,79
US,Kansas,1367,20
US,Kansas,807,18
US,Kansas,1874,37
US,Kansas,14089,231
US,Kansas,1279,34
US,Kansas,144440,1259
US,Kansas,6919,59
US,Kansas,47984,568
US,Kansas,786,18
US,Kansas,1500,19
US,Kansas,644,7
US,Kansas,1134,26
US,Kansas,430,8
US,Kansas,1459,18
US,Kansas,5649,66
US,Kansas,2374,27
US,Kansas,750,9
US,Kansas,0,0
US,Kansas,1634,22
US,Kansas,436,5
US,Kansas,1394,20
US,Kansas,494,8
US,Kansas,2810,41
US,Kansas,794,12
US,Kansas,46695,462
US,Kentucky,5572,99
US,Kentucky,6538,94
US,Kentucky,6240,65
US,Kentucky,1257,27
US,Kentucky,12786,208
US,Kentucky,2923,38
US,Kentucky,8780,132
US,Kentucky,36341,268
US,Kentucky,5918,51
US,Kentucky,16065,166
US,Kentucky,8334,123
US,Kentucky,2101,24
US,Kentucky,3582,51
US,Kentucky,4989,73
US,Kentucky,20942,195
US,Kentucky,3837,49
US,Kentucky,4015,58
US,Kentucky,7912,86
US,Kentucky,22407,153
US,Kentucky,970,19
US,Kentucky,3440,42
US,Kentucky,8472,98
US,Kentucky,3959,66
US,Kentucky,16057,196
US,Kentucky,9958,53
US,Kentucky,7755,83
US,Kentucky,3404,44
US,Kentucky,2167,46
US,Kentucky,2154,28
US,Kentucky,30856,361
US,Kentucky,2529,39
US,Kentucky,2254,16
US,Kentucky,4073,42
US,Kentucky,93423,562
US,Kentucky,3657,48
US,Kentucky,12321,159
US,Kentucky,13230,135
US,Kentucky,1152,24
US,Kentucky,2164,45
US,Kentucky,4735,71
US,Kentucky,6773,52
US,Kentucky,11323,163
US,Kentucky,8045,122
US,Kentucky,3540,38
US,Kentucky,11910,126
US,Kentucky,2448,21
US,Kentucky,32255,408
US,Kentucky,9101,186
US,Kentucky,6124,62
US,Kentucky,5347,94
US,Kentucky,13699,148
US,Kentucky,4736,46
US,Kentucky,818,23
US,Kentucky,14719,244
US,Kentucky,4207,71
US,Kentucky,221170,2109
US,Kentucky,14996,130
US,Kentucky,5918,97
US,Kentucky,40998,371
US,Kentucky,4056,58
US,Kentucky,11387,125
US,Kentucky,3710,68
US,Kentucky,18447,203
US,Kentucky,4485,59
US,Kentucky,2901,46
US,Kentucky,3644,39
US,Kentucky,6771,98
US,Kentucky,4451,79
US,Kentucky,6215,121
US,Kentucky,2337,58
US,Kentucky,8290,115
US,Kentucky,2822,33
US,Kentucky,27487,252
US,Kentucky,3816,41
US,Kentucky,6341,75
US,Kentucky,8353,99
US,Kentucky,3239,45
US,Kentucky,4567,98
US,Kentucky,17851,229
US,Kentucky,5207,75
US,Kentucky,2597,46
US,Kentucky,5747,64
US,Kentucky,1517,30
US,Kentucky,7278,99
US,Kentucky,2833,59
US,Kentucky,3603,74
US,Kentucky,6724,87
US,Kentucky,4692,18
US,Kentucky,10074,119
US,Kentucky,14297,144
US,Kentucky,1880,30
US,Kentucky,7260,95
US,Kentucky,18060,129
US,Kentucky,2352,32
US,Kentucky,1552,23
US,Kentucky,3416,34
US,Kentucky,10583,149
US,Kentucky,18443,261
US,Kentucky,4699,39
US,Kentucky,16088,256
US,Kentucky,623,21
US,Kentucky,5002,55
US,Kentucky,6439,55
US,Kentucky,6191,81
US,Kentucky,15853,94
US,Kentucky,13135,147
US,Kentucky,5593,88
US,Kentucky,5264,50
US,Kentucky,8892,113
US,Kentucky,2907,42
US,Kentucky,3670,41
US,Kentucky,2139,39
US,Kentucky,2560,0
US,Kentucky,4302,55
US,Kentucky,42603,341
US,Kentucky,3859,56
US,Kentucky,5228,88
US,Kentucky,3882,47
US,Kentucky,13960,168
US,Kentucky,2408,18
US,Kentucky,6728,46
US,Louisiana,14996,289
US,Louisiana,7369,133
US,Louisiana,33068,288
US,Louisiana,5239,69
US,Louisiana,10763,202
US,Louisiana,8767,140
US,Louisiana,3702,110
US,Louisiana,35264,475
US,Louisiana,63250,1116
US,Louisiana,51662,696
US,Louisiana,3058,52
US,Louisiana,1144,8
US,Louisiana,2558,55
US,Louisiana,3099,73
US,Louisiana,4792,89
US,Louisiana,6930,134
US,Louisiana,105181,1324
US,Louisiana,2329,38
US,Louisiana,6687,167
US,Louisiana,7937,156
US,Louisiana,6758,176
US,Louisiana,5525,90
US,Louisiana,18102,258
US,Louisiana,8520,149
US,Louisiana,4077,73
US,Louisiana,108082,1317
US,Louisiana,6585,153
US,Louisiana,3973,53
US,Louisiana,59211,486
US,Louisiana,26162,363
US,Louisiana,11448,138
US,Louisiana,35114,458
US,Louisiana,3027,58
US,Louisiana,6492,132
US,Louisiana,9522,161
US,Louisiana,83220,1101
US,Louisiana,47224,726
US,Louisiana,0,0
US,Louisiana,6108,44
US,Louisiana,5870,89
US,Louisiana,30850,563
US,Louisiana,1985,52
US,Louisiana,6139,94
US,Louisiana,5979,109
US,Louisiana,10681,108
US,Louisiana,13142,142
US,Louisiana,1833,23
US,Louisiana,5454,76
US,Louisiana,10005,184
US,Louisiana,21027,406
US,Louisiana,12237,181
US,Louisiana,11908,258
US,Louisiana,68065,834
US,Louisiana,32859,588
US,Louisiana,938,11
US,Louisiana,29216,408
US,Louisiana,926,0
US,Louisiana,6383,129
US,Louisiana,14411,222
US,Louisiana,9453,187
US,Louisiana,12185,246
US,Louisiana,10457,177
US,Louisiana,6872,84
US,Louisiana,3337,61
US,Louisiana,2705,44
US,Louisiana,4140,61
US,Maine,22250,260
US,Maine,12311,145
US,Maine,47630,343
US,Maine,5602,56
US,Maine,7155,78
US,Maine,22368,224
US,Maine,5775,31
US,Maine,5080,30
US,Maine,0,0
US,Maine,11006,140
US,Maine,26879,315
US,Maine,2928,30
US,Maine,4914,28
US,Maine,9430,102
US,Maine,10,0
US,Maine,5909,55
US,Maine,4184,50
US,Maine,38862,258
US,Maryland,17057,353
US,Maryland,88630,1047
US,Maryland,130965,2435
US,Maryland,110842,1752
US,Maryland,11059,141
US,Maryland,6020,80
US,Maryland,21169,394
US,Maryland,15324,255
US,Maryland,27701,347
US,Maryland,7681,107
US,Maryland,45271,510
US,Maryland,5667,114
US,Maryland,37927,572
US,Maryland,43246,368
US,Maryland,3029,66
US,Maryland,165947,2006
US,Maryland,169326,2125
US,Maryland,7037,109
US,Maryland,5147,73
US,Maryland,18786,209
US,Maryland,5524,85
US,Maryland,0,49
US,Maryland,34933,576
US,Maryland,19541,322
US,Maryland,8603,154
US,Massachusetts,34568,683
US,Massachusetts,22743,410
US,Massachusetts,148663,2487
US,Massachusetts,6753,15
US,Massachusetts,202995,3163
US,Massachusetts,10340,170
US,Massachusetts,131741,2077
US,Massachusetts,27084,413
US,Massachusetts,319742,4726
US,Massachusetts,129434,2242
US,Massachusetts,114531,2001
US,Massachusetts,207600,2309
US,Massachusetts,134408,7
US,Massachusetts,190071,3048
US,Michigan,1718,70
US,Michigan,1707,13
US,Michigan,26938,337
US,Michigan,5568,133
US,Michigan,4278,61
US,Michigan,3193,65
US,Michigan,2027,53
US,Michigan,14221,164
US,Michigan,26924,570
US,Michigan,3400,65
US,Michigan,34476,535
US,Michigan,11244,177
US,Michigan,33832,563
US,Michigan,11064,139
US,Michigan,4884,59
US,Michigan,4572,101
US,Michigan,8410,99
US,Michigan,6710,155
US,Michigan,21042,203
US,Michigan,2543,30
US,Michigan,9904,154
US,Michigan,7362,107
US,Michigan,26554,390
US,Michigan,6335,83
US,Michigan,324,5
US,Michigan,100467,1685
US,Michigan,5554,111
US,Michigan,3243,68
US,Michigan,17037,221
US,Michigan,10687,178
US,Michigan,10286,199
US,Michigan,7725,89
US,Michigan,7992,145
US,Michigan,63384,745
US,Michigan,16404,173
US,Michigan,4784,136
US,Michigan,2637,86
US,Michigan,15469,199
US,Michigan,39149,538
US,Michigan,58587,660
US,Michigan,3502,59
US,Michigan,165484,1492
US,Michigan,503,13
US,Michigan,1832,36
US,Michigan,20172,409
US,Michigan,3546,51
US,Michigan,24314,312
US,Michigan,45524,439
US,Michigan,1420,10
US,Michigan,2372,29
US,Michigan,226295,3884
US,Michigan,3667,84
US,Michigan,14878,124
US,Michigan,6672,88
US,Michigan,8602,105
US,Michigan,5565,69
US,Michigan,38254,175
US,Michigan,18955,221
US,Michigan,2886,59
US,Michigan,37674,461
US,Michigan,14949,205
US,Michigan,1712,47
US,Michigan,39312,620
US,Michigan,11422,154
US,Michigan,283445,3751
US,Michigan,6290,89
US,Michigan,4298,104
US,Michigan,971,37
US,Michigan,4964,79
US,Michigan,1427,54
US,Michigan,5582,96
US,Michigan,74269,777
US,Michigan,5678,39
US,Michigan,2059,56
US,Michigan,4590,111
US,Michigan,49040,922
US,Michigan,8645,185
US,Michigan,1748,16
US,Michigan,17700,227
US,Michigan,40216,814
US,Michigan,13616,204
US,Michigan,13170,273
US,Michigan,15,0
US,Michigan,16907,262
US,Michigan,73515,506
US,Michigan,394489,7772
US,Michigan,7007,104
US,Minnesota,2930,60
US,Minnesota,97839,784
US,Minnesota,8727,90
US,Minnesota,11879,124
US,Minnesota,13924,173
US,Minnesota,1375,8
US,Minnesota,17758,97
US,Minnesota,6505,79
US,Minnesota,8825,95
US,Minnesota,26433,113
US,Minnesota,6952,79
US,Minnesota,3064,47
US,Minnesota,14432,118
US,Minnesota,19659,121
US,Minnesota,2142,30
US,Minnesota,549,4
US,Minnesota,3199,41
US,Minnesota,15819,165
US,Minnesota,109023,760
US,Minnesota,5629,21
US,Minnesota,10809,116
US,Minnesota,3733,50
US,Minnesota,4713,24
US,Minnesota,9016,72
US,Minnesota,12931,127
US,Minnesota,1464,12
US,Minnesota,295599,2532
US,Minnesota,4482,18
US,Minnesota,4902,58
US,Minnesota,10052,116
US,Minnesota,10972,143
US,Minnesota,2132,17
US,Minnesota,3470,55
US,Minnesota,13367,135
US,Minnesota,1033,27
US,Minnesota,2686,35
US,Minnesota,1733,28
US,Minnesota,2050,28
US,Minnesota,759,6
US,Minnesota,6437,49
US,Minnesota,1210,6
US,Minnesota,7026,72
US,Minnesota,1745,17
US,Minnesota,2071,23
US,Minnesota,5547,61
US,Minnesota,10487,107
US,Minnesota,5907,74
US,Minnesota,7191,110
US,Minnesota,9032,103
US,Minnesota,11768,70
US,Minnesota,2020,15
US,Minnesota,7924,66
US,Minnesota,6918,59
US,Minnesota,1484,13
US,Minnesota,40215,172
US,Minnesota,13440,164
US,Minnesota,3523,41
US,Minnesota,6974,66
US,Minnesota,1981,34
US,Minnesota,8792,103
US,Minnesota,3010,17
US,Minnesota,122914,1317
US,Minnesota,928,13
US,Minnesota,3870,53
US,Minnesota,3713,56
US,Minnesota,17704,171
US,Minnesota,2323,33
US,Minnesota,4442,44
US,Minnesota,39904,250
US,Minnesota,27127,177
US,Minnesota,3473,23
US,Minnesota,46352,522
US,Minnesota,50500,361
US,Minnesota,10253,58
US,Minnesota,2614,13
US,Minnesota,2278,33
US,Minnesota,6714,56
US,Minnesota,850,10
US,Minnesota,1197,200
US,Minnesota,5521,16
US,Minnesota,4186,52
US,Minnesota,5460,39
US,Minnesota,66232,470
US,Minnesota,2962,23
US,Minnesota,1635,22
US,Minnesota,12592,71
US,Minnesota,36343,303
US,Minnesota,2514,28
US,Mississippi,7119,141
US,Mississippi,9897,153
US,Mississippi,3223,68
US,Mississippi,5253,111
US,Mississippi,2264,49
US,Mississippi,9238,177
US,Mississippi,4632,70
US,Mississippi,2556,50
US,Mississippi,5581,96
US,Mississippi,2213,33
US,Mississippi,2138,46
US,Mississippi,4207,106
US,Mississippi,4936,98
US,Mississippi,6432,121
US,Mississippi,7102,114
US,Mississippi,7056,109
US,Mississippi,49914,540
US,Mississippi,21908,307
US,Mississippi,1922,38
US,Mississippi,7120,86
US,Mississippi,3179,56
US,Mississippi,5497,128
US,Mississippi,12154,150
US,Mississippi,53345,652
US,Mississippi,51981,775
US,Mississippi,4440,104
US,Mississippi,2007,44
US,Mississippi,261,9
US,Mississippi,7359,143
US,Mississippi,36768,450
US,Mississippi,4814,75
US,Mississippi,1469,37
US,Mississippi,2844,53
US,Mississippi,21107,287
US,Mississippi,2164,47
US,Mississippi,15115,177
US,Mississippi,17320,160
US,Mississippi,18719,359
US,Mississippi,3572,56
US,Mississippi,6383,115
US,Mississippi,26559,294
US,Mississippi,7293,167
US,Mississippi,8269,156
US,Mississippi,17463,234
US,Mississippi,23911,321
US,Mississippi,6940,134
US,Mississippi,9876,172
US,Mississippi,10952,216
US,Mississippi,2948,75
US,Mississippi,10581,235
US,Mississippi,5989,97
US,Mississippi,2715,48
US,Mississippi,11063,158
US,Mississippi,10368,167
US,Mississippi,14979,269
US,Mississippi,3033,63
US,Mississippi,9571,184
US,Mississippi,10314,141
US,Mississippi,8175,103
US,Mississippi,1559,31
US,Mississippi,36386,478
US,Mississippi,6480,118
US,Mississippi,950,25
US,Mississippi,6939,146
US,Mississippi,4089,67
US,Mississippi,5385,70
US,Mississippi,5746,120
US,Mississippi,3176,60
US,Mississippi,7294,140
US,Mississippi,7296,106
US,Mississippi,6107,122
US,Mississippi,2510,45
US,Mississippi,594,49
US,Mississippi,9452,118
US,Mississippi,3580,79
US,Mississippi,10184,201
US,Mississippi,10248,195
US,Mississippi,5951,84
US,Mississippi,3377,69
US,Mississippi,1792,46
US,Mississippi,5199,103
US,Mississippi,4052,56
US,Mississippi,8006,103
US,Missouri,5481,61
US,Missouri,4695,55
US,Missouri,1382,20
US,Missouri,5698,109
US,Missouri,6598,125
US,Missouri,2807,50
US,Missouri,3735,89
US,Missouri,4145,92
US,Missouri,2550,36
US,Missouri,43184,244
US,Missouri,22520,300
US,Missouri,9923,157
US,Missouri,1680,35
US,Missouri,12025,121
US,Missouri,9240,173
US,Missouri,18585,238
US,Missouri,2222,44
US,Missouri,1491,21
US,Missouri,24761,300
US,Missouri,2906,48
US,Missouri,1692,34
US,Missouri,20790,250
US,Missouri,1581,32
US,Missouri,26903,356
US,Missouri,4735,115
US,Missouri,20060,272
US,Missouri,4137,74
US,Missouri,5369,97
US,Missouri,1421,40
US,Missouri,3781,70
US,Missouri,1686,26
US,Missouri,2151,44
US,Missouri,3241,75
US,Missouri,2540,77
US,Missouri,7193,112
US,Missouri,22587,326
US,Missouri,3321,94
US,Missouri,2138,30
US,Missouri,69668,982
US,Missouri,2426,66
US,Missouri,1803,30
US,Missouri,5728,78
US,Missouri,1825,55
US,Missouri,1054,27
US,Missouri,2157,25
US,Missouri,8863,205
US,Missouri,2177,41
US,Missouri,96412,1162
US,Missouri,34496,517
US,Missouri,53790,614
US,Missouri,12099,139
US,Missouri,111761,1225
US,Missouri,957,12
US,Missouri,8081,170
US,Missouri,7736,125
US,Missouri,7742,157
US,Missouri,2728,34
US,Missouri,15092,133
US,Missouri,2537,62
US,Missouri,3721,91
US,Missouri,3605,52
US,Missouri,3564,52
US,Missouri,1595,34
US,Missouri,7945,115
US,Missouri,5265,66
US,Missouri,693,12
US,Missouri,6069,114
US,Missouri,3343,56
US,Missouri,3803,55
US,Missouri,2163,40
US,Missouri,2457,56
US,Missouri,3999,104
US,Missouri,5013,83
US,Missouri,11674,194
US,Missouri,6006,43
US,Missouri,2015,32
US,Missouri,3203,42
US,Missouri,1697,55
US,Missouri,2974,73
US,Missouri,4906,44
US,Missouri,11883,155
US,Missouri,10060,235
US,Missouri,4231,57
US,Missouri,10270,100
US,Missouri,8007,103
US,Missouri,8777,113
US,Missouri,990,23
US,Missouri,2442,25
US,Missouri,5991,101
US,Missouri,5132,89
US,Missouri,1150,25
US,Missouri,2676,61
US,Missouri,6254,100
US,Missouri,723,26
US,Missouri,682,18
US,Missouri,11076,153
US,Missouri,1595,36
US,Missouri,1508,15
US,Missouri,93507,892
US,Missouri,2096,32
US,Missouri,18968,278
US,Missouri,218669,3223
US,Missouri,55899,752
US,Missouri,3643,39
US,Missouri,6076,122
US,Missouri,5753,117
US,Missouri,1703,21
US,Missouri,13243,218
US,Missouri,4656,94
US,Missouri,0,0
US,Missouri,5037,103
US,Missouri,8096,101
US,Missouri,5930,133
US,Missouri,2367,47
US,Missouri,8985,143
US,Missouri,401,3
US,Missouri,3823,79
US,Montana,2118,28
US,Montana,4949,92
US,Montana,2060,31
US,Montana,1260,18
US,Montana,2033,28
US,Montana,248,5
US,Montana,25044,319
US,Montana,976,14
US,Montana,3035,46
US,Montana,386,9
US,Montana,2327,54
US,Montana,2517,28
US,Montana,676,10
US,Montana,2492,54
US,Montana,29010,268
US,Montana,34026,115
US,Montana,224,3
US,Montana,3929,68
US,Montana,150,5
US,Montana,529,8
US,Montana,4529,71
US,Montana,2582,23
US,Montana,219,1
US,Montana,6556,98
US,Montana,17477,173
US,Montana,394,4
US,Montana,4684,86
US,Montana,1804,20
US,Montana,385,9
US,Montana,408,10
US,Montana,1084,17
US,Montana,27133,201
US,Montana,912,26
US,Montana,4156,34
US,Montana,35,1
US,Montana,1055,28
US,Montana,1156,6
US,Montana,331,10
US,Montana,1863,28
US,Montana,262,3
US,Montana,7001,141
US,Montana,2584,31
US,Montana,3251,72
US,Montana,2627,59
US,Montana,2135,46
US,Montana,689,11
US,Montana,8438,129
US,Montana,1522,29
US,Montana,769,11
US,Montana,1268,21
US,Montana,1241,23
US,Montana,134,1
US,Montana,0,0
US,Montana,1693,36
US,Montana,382,14
US,Montana,204,8
US,Montana,42689,539
US,Nebraska,6448,46
US,Nebraska,1071,7
US,Nebraska,32,1
US,Nebraska,89,0
US,Nebraska,67,0
US,Nebraska,1088,4
US,Nebraska,2324,8
US,Nebraska,404,3
US,Nebraska,508,2
US,Nebraska,11965,57
US,Nebraska,1331,12
US,Nebraska,1891,11
US,Nebraska,6119,16
US,Nebraska,1504,11
US,Nebraska,740,5
US,Nebraska,539,7
US,Nebraska,2017,16
US,Nebraska,1512,11
US,Nebraska,2718,21
US,Nebraska,1803,15
US,Nebraska,2025,19
US,Nebraska,6905,65
US,Nebraska,1356,12
US,Nebraska,5251,31
US,Nebraska,321,1
US,Nebraska,1176,9
US,Nebraska,10058,62
US,Nebraska,148815,718
US,Nebraska,350,4
US,Nebraska,1127,8
US,Nebraska,419,4
US,Nebraska,542,1
US,Nebraska,1122,5
US,Nebraska,3573,19
US,Nebraska,366,1
US,Nebraska,398,1
US,Nebraska,371,5
US,Nebraska,107,4
US,Nebraska,409,1
US,Nebraska,16471,117
US,Nebraska,2251,17
US,Nebraska,375,0
US,Nebraska,106,0
US,Nebraska,530,5
US,Nebraska,2139,16
US,Nebraska,112,2
US,Nebraska,1183,10
US,Nebraska,1213,1
US,Nebraska,867,9
US,Nebraska,1177,5
US,Nebraska,1530,10
US,Nebraska,118,0
US,Nebraska,767,1
US,Nebraska,1678,12
US,Nebraska,77729,170
US,Nebraska,8667,60
US,Nebraska,148,0
US,Nebraska,87,0
US,Nebraska,9647,44
US,Nebraska,74,1
